trip_id,train_number,route_name,headsign,direction_id,service_id,service_date,stop_sequence,stop_name,stop_gtfs_id,stop_code,platform,scheduled_arrival,scheduled_departure,realtime_arrival,realtime_departure,arrival_delay,departure_delay,realtime_state,scheduled_arrival_time,scheduled_departure_time,realtime_arrival_time,realtime_departure_time,collection_timestamp,data_source,collector_version
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,0,Székesfehérvár,1:005503269_1,,1,15240,15240,15240,15240,0,0,MODIFIED,04:14:00,04:14:00,04:14:00,04:14:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,1,Dinnyés,1:005503103_1,,1,15720,15720,15660,15720,-60,0,MODIFIED,04:22:00,04:22:00,04:21:00,04:22:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,2,Agárd,1:005503244_1,,1,15840,15840,15900,15900,60,60,MODIFIED,04:24:00,04:24:00,04:25:00,04:25:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,3,Gárdony,1:005503236_2,,2,15960,16020,16020,16080,60,60,MODIFIED,04:26:00,04:27:00,04:27:00,04:28:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,4,Velencefürdő,1:005503228_1,,1,16140,16140,16200,16200,60,60,MODIFIED,04:29:00,04:29:00,04:30:00,04:30:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,5,Velence,1:005503210_1,,1,16260,16260,16320,16380,60,120,MODIFIED,04:31:00,04:31:00,04:32:00,04:33:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,6,Kápolnásnyék,1:005503202_3,,3,16380,16440,16500,16560,120,120,MODIFIED,04:33:00,04:34:00,04:35:00,04:36:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,7,Pettend,1:005503194_1,,1,16560,16620,16680,16680,120,60,MODIFIED,04:36:00,04:37:00,04:38:00,04:38:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,8,Baracska,1:005503186_1,,1,16800,16860,16920,16920,120,60,MODIFIED,04:40:00,04:41:00,04:42:00,04:42:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2500,2026-04-26,9,Martonvásár,1:005503178_2,,2,16980,17040,17100,17100,120,60,MODIFIED,04:43:00,04:44:00,04:45:00,04:45:00,2026-04-26T03:41:38.131640,mav_graphql_api,1.0
